Date,SOLLTEMPERATUR HK 1,SOLLTEMPERATUR HK 2,ISTTEMPERATUR,SOLLTEMPERATUR,BIVALENZTEMPERATUR HZG,BIVALENZTEMPERATUR WW,VERFLÜSSIGERTEMP.,DRUCK HEIZKREIS,VOLUMENSTROM,LEISTUNG WP,LSTG PU PUMPE,AUSSENTEMPERATUR,ISTTEMPERATUR HK 1,SOLLTEMPERATUR HK 1,ISTTEMPERATUR HK 2,SOLLTEMPERATUR HK 2,VORLAUFISTTEMPERATUR WP,VORLAUFISTTEMPERATUR NHZ,RÜCKLAUFISTTEMPERATUR,FESTWERTSOLLTEMPERATUR,PUFFERSOLLTEMPERATUR,PUFFERISTTEMPERATUR,RESTSTILLSTANDZEIT,VD HEIZEN,VD WARMWASSER,NHZ 1,NHZ 2,VD HEIZEN TAG,VD HEIZEN SUMME,VD WARMWASSER TAG,VD WARMWASSER SUMME,NHZ HEIZEN SUMME,MIN,MIDDLE,MAX,HEIZEN,WARMWASSER
2017 09 09 07:05:34,22.0,22.0,51.4,50.0,-12.0,-12.0,45.0,2.46,0.0,0,0,12.2,47.4,22.0,27.0,22.0,50.8,49.7,45.8,30.0,30.0,47.4,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:15:29,22.0,22.0,51.4,50.0,-12.0,-12.0,41.1,2.46,0.0,0,0,12.3,44.0,22.0,27.1,22.0,49.6,48.4,45.0,30.0,30.0,44.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:15:32,22.0,22.0,51.4,50.0,-12.0,-12.0,41.1,2.46,0.0,0,0,12.3,44.0,22.0,27.1,22.0,49.6,48.4,45.0,30.0,30.0,44.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:15:34,22.0,22.0,51.4,50.0,-12.0,-12.0,41.1,2.46,0.0,0,0,12.3,44.0,22.0,27.1,22.0,49.6,48.4,45.0,30.0,30.0,44.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:25:28,22.0,22.0,51.4,50.0,-12.0,-12.0,36.7,2.43,0.0,0,0,12.4,42.2,22.0,27.6,22.0,48.5,47.2,43.5,30.0,30.0,42.2,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:25:32,22.0,22.0,51.4,50.0,-12.0,-12.0,36.7,2.43,0.0,0,0,12.4,42.2,22.0,27.6,22.0,48.5,47.2,43.5,30.0,30.0,42.2,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:25:34,22.0,22.0,51.4,50.0,-12.0,-12.0,36.7,2.43,0.0,0,0,12.4,42.2,22.0,27.6,22.0,48.4,47.2,43.5,30.0,30.0,42.2,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:35:29,22.0,22.0,51.4,50.0,-12.0,-12.0,30.1,2.45,0.0,0,0,12.3,38.7,22.0,27.5,22.0,47.5,46.3,42.4,30.0,30.0,38.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:35:34,22.0,22.0,51.4,50.0,-12.0,-12.0,30.1,2.45,0.0,0,0,12.3,38.7,22.0,27.6,22.0,47.5,46.3,42.3,30.0,30.0,38.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:35:34,22.0,22.0,51.4,50.0,-12.0,-12.0,30.1,2.45,0.0,0,0,12.3,38.7,22.0,27.6,22.0,47.5,46.3,42.3,30.0,30.0,38.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:45:32,22.0,22.0,51.4,50.0,-12.0,-12.0,27.2,2.45,0.0,0,0,12.5,36.6,22.0,27.6,22.0,46.3,45.4,41.1,30.0,30.0,36.6,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:55:29,22.0,22.0,51.4,50.0,-12.0,-12.0,26.9,2.45,0.0,0,0,12.5,35.6,22.0,27.5,22.0,45.3,44.6,39.9,30.0,30.0,35.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:55:32,22.0,22.0,51.4,50.0,-12.0,-12.0,26.7,2.45,0.0,0,0,12.5,35.6,22.0,27.5,22.0,45.2,44.6,39.9,30.0,30.0,35.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:55:34,22.0,22.0,51.4,50.0,-12.0,-12.0,26.7,2.45,0.0,0,0,12.5,35.6,22.0,27.5,22.0,45.2,44.6,39.9,30.0,30.0,35.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:05:29,22.0,22.0,51.4,50.0,-12.0,-12.0,26.2,2.45,0.0,0,0,12.5,34.9,22.0,27.4,22.0,44.3,43.9,38.9,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:05:32,22.0,22.0,51.4,50.0,-12.0,-12.0,26.2,2.45,0.0,0,0,12.5,34.9,22.0,27.4,22.0,44.3,43.9,38.9,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:05:34,22.0,22.0,51.4,50.0,-12.0,-12.0,26.2,2.45,0.0,0,0,12.5,34.9,22.0,27.4,22.0,44.3,43.9,38.9,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:15:29,22.0,22.0,51.4,50.0,-12.0,-12.0,28.5,2.45,0.0,0,0,12.5,34.3,22.0,27.2,22.0,43.6,43.2,38.1,30.0,30.0,34.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:15:33,22.0,22.0,51.4,50.0,-12.0,-12.0,28.5,2.45,0.0,0,0,12.5,34.3,22.0,27.2,22.0,43.6,43.2,38.1,30.0,30.0,34.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:15:34,22.0,22.0,51.4,50.0,-12.0,-12.0,28.5,2.45,0.0,0,0,12.5,34.3,22.0,27.2,22.0,43.6,43.2,38.1,30.0,30.0,34.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:25:29,22.0,22.0,51.4,50.0,-12.0,-12.0,29.6,2.45,0.0,0,0,12.5,33.3,22.0,27.0,22.0,42.8,42.5,37.4,30.0,30.0,33.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:25:32,22.0,22.0,51.4,50.0,-12.0,-12.0,29.6,2.45,0.0,0,0,12.5,33.3,22.0,27.0,22.0,42.8,42.4,37.4,30.0,30.0,33.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:25:34,22.0,22.0,51.4,50.0,-12.0,-12.0,29.6,2.45,0.0,0,0,12.5,33.3,22.0,27.0,22.0,42.8,42.4,37.4,30.0,30.0,33.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:35:30,22.0,22.0,51.4,50.0,-12.0,-12.0,28.2,2.41,0.0,0,0,12.5,32.7,22.0,27.0,22.0,42.1,41.8,36.8,30.0,30.0,32.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:35:32,22.0,22.0,51.4,50.0,-12.0,-12.0,28.2,2.41,0.0,0,0,12.5,32.7,22.0,27.0,22.0,42.1,41.8,36.8,30.0,30.0,32.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:35:34,22.0,22.0,51.4,50.0,-12.0,-12.0,28.2,2.41,0.0,0,0,12.5,32.7,22.0,27.0,22.0,42.1,41.8,36.8,30.0,30.0,32.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:45:32,22.0,22.0,51.4,50.0,-12.0,-12.0,27.3,2.43,0.0,0,0,12.5,31.5,22.0,27.0,22.0,41.5,41.1,36.2,30.0,30.0,31.5,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:45:32,22.0,22.0,51.4,50.0,-12.0,-12.0,27.3,2.43,0.0,0,0,12.5,31.5,22.0,27.0,22.0,41.5,41.1,36.2,30.0,30.0,31.5,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:45:38,22.0,22.0,51.4,50.0,-12.0,-12.0,27.3,2.43,0.0,0,0,12.5,31.5,22.0,27.0,22.0,41.5,41.1,36.2,30.0,30.0,31.5,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:55:27,22.0,22.0,51.4,50.0,-12.0,-12.0,26.4,2.43,0.0,0,0,12.5,30.8,22.0,27.0,22.0,40.8,40.5,35.7,30.0,30.0,30.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 08:55:31,22.0,22.0,51.4,50.0,-12.0,-12.0,26.4,2.43,0.0,0,0,12.5,30.8,22.0,27.0,22.0,40.8,40.5,35.7,30.0,30.0,30.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:05:29,22.0,22.0,51.4,50.0,-12.0,-12.0,26.3,2.43,0.0,0,0,12.6,29.8,22.0,27.0,22.0,40.2,39.9,35.1,30.0,30.0,29.8,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:05:33,22.0,22.0,51.4,50.0,-12.0,-12.0,26.3,2.43,0.0,0,0,12.6,29.8,22.0,27.0,22.0,40.2,39.9,35.1,30.0,30.0,29.8,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:05:34,22.0,22.0,51.4,50.0,-12.0,-12.0,26.3,2.43,0.0,0,0,12.6,29.8,22.0,27.0,22.0,40.2,39.9,35.1,30.0,30.0,29.8,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:15:32,22.0,22.0,51.5,50.0,-12.0,-12.0,27.3,2.43,0.0,0,0,12.7,29.3,22.0,27.0,22.0,39.6,39.3,34.6,30.0,30.0,29.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:15:32,22.0,22.0,51.5,50.0,-12.0,-12.0,27.3,2.43,0.0,0,0,12.7,29.3,22.0,27.0,22.0,39.6,39.3,34.6,30.0,30.0,29.3,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:25:28,22.0,22.0,51.5,50.0,-12.0,-12.0,28.9,2.43,0.0,0,0,12.8,28.7,22.0,26.9,22.0,39.2,38.8,34.3,30.0,30.0,28.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:25:32,22.0,22.0,51.5,50.0,-12.0,-12.0,28.9,2.43,0.0,0,0,12.8,28.7,22.0,26.9,22.0,39.2,38.8,34.3,30.0,30.0,28.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:25:34,22.0,22.0,51.4,50.0,-12.0,-12.0,28.9,2.43,0.0,0,0,12.9,28.7,22.0,26.7,22.0,39.2,38.8,34.3,30.0,30.0,28.7,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:35:27,22.0,22.0,51.5,50.0,-12.0,-12.0,29.7,2.39,0.0,0,0,12.8,28.1,22.0,26.5,22.0,38.8,38.4,33.9,30.0,30.0,28.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:35:30,22.0,22.0,51.5,50.0,-12.0,-12.0,29.7,2.39,0.0,0,0,12.8,28.1,22.0,26.5,22.0,38.8,38.4,33.9,30.0,30.0,28.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:45:31,22.0,22.0,51.4,50.0,-12.0,-12.0,30.4,2.39,0.0,0,0,13.0,27.6,22.0,26.5,22.0,38.4,37.9,33.8,30.0,30.0,27.6,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:45:32,22.0,22.0,51.4,50.0,-12.0,-12.0,30.4,2.39,0.0,0,0,13.0,27.6,22.0,26.5,22.0,38.4,37.9,33.8,30.0,30.0,27.6,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:45:37,22.0,22.0,51.4,50.0,-12.0,-12.0,30.4,2.39,0.0,0,0,13.0,27.6,22.0,26.5,22.0,38.4,37.8,33.8,30.0,30.0,27.6,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:55:29,22.0,22.0,51.4,50.0,-12.0,-12.0,30.8,2.39,0.0,0,0,13.3,27.1,22.0,26.5,22.0,38.0,37.4,33.5,30.0,30.0,27.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:55:33,22.0,22.0,51.4,50.0,-12.0,-12.0,30.8,2.39,0.0,0,0,13.3,27.1,22.0,26.5,22.0,38.0,37.4,33.5,30.0,30.0,27.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 09:55:34,22.0,22.0,51.4,50.0,-12.0,-12.0,30.8,2.39,0.0,0,0,13.3,27.1,22.0,26.5,22.0,38.0,37.4,33.5,30.0,30.0,27.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:05:29,22.0,22.0,51.3,50.0,-12.0,-12.0,31.0,2.39,0.0,0,0,13.5,27.0,22.0,26.0,22.0,37.6,37.0,33.2,30.0,30.0,27.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:05:32,22.0,22.0,51.3,50.0,-12.0,-12.0,31.0,2.39,0.0,0,0,13.5,27.0,22.0,26.0,22.0,37.6,37.0,33.2,30.0,30.0,27.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:05:34,22.0,22.0,51.3,50.0,-12.0,-12.0,31.0,2.39,0.0,0,0,13.5,27.0,22.0,26.0,22.0,37.6,37.0,33.2,30.0,30.0,27.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:15:27,22.0,22.0,51.3,50.0,-12.0,-12.0,31.2,2.39,0.0,0,0,13.8,26.4,22.0,25.9,22.0,37.4,36.7,33.2,30.0,30.0,26.4,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:15:31,22.0,22.0,51.3,50.0,-12.0,-12.0,31.2,2.39,0.0,0,0,13.8,26.4,22.0,25.9,22.0,37.3,36.7,33.2,30.0,30.0,26.4,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:25:29,22.0,22.0,51.2,50.0,-12.0,-12.0,26.4,2.48,32.4,21,80,14.0,25.9,22.0,25.4,22.0,31.0,31.7,26.2,30.0,30.0,25.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:25:32,22.0,22.0,51.2,50.0,-12.0,-12.0,26.4,2.48,32.4,21,80,14.0,25.9,22.0,25.4,22.0,31.0,31.7,26.2,30.0,30.0,25.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:25:34,22.0,22.0,51.2,50.0,-12.0,-12.0,26.4,2.48,32.4,21,80,14.0,26.1,22.0,25.4,22.0,31.0,31.7,26.2,30.0,30.0,26.1,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:35:29,22.0,22.0,51.1,50.0,-12.0,-12.0,32.7,2.48,32.9,20,80,14.2,32.0,22.0,25.8,22.0,36.8,36.4,33.2,30.0,30.0,32.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:35:32,22.0,22.0,51.1,50.0,-12.0,-12.0,32.7,2.48,32.9,20,80,14.2,32.0,22.0,25.8,22.0,36.8,36.4,33.2,30.0,30.0,32.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:35:34,22.0,22.0,51.1,50.0,-12.0,-12.0,32.7,2.48,32.9,20,80,14.2,32.0,22.0,25.8,22.0,36.8,36.4,33.2,30.0,30.0,32.0,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:45:32,22.0,22.0,51.0,50.0,-12.0,-12.0,33.7,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,36.2,36.2,34.9,30.0,30.0,34.9,505,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:45:32,22.0,22.0,51.0,50.0,-12.0,-12.0,33.7,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,36.2,36.2,34.9,30.0,30.0,34.9,505,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:45:38,22.0,22.0,51.0,50.0,-12.0,-12.0,33.7,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,36.2,36.2,34.9,30.0,30.0,34.9,505,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:55:29,22.0,22.0,51.1,50.0,-12.0,-12.0,27.9,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,35.8,35.7,34.0,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:55:33,22.0,22.0,51.1,50.0,-12.0,-12.0,27.9,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,35.8,35.7,34.0,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 10:55:34,22.0,22.0,51.1,50.0,-12.0,-12.0,27.9,2.43,0.0,0,0,14.4,34.9,22.0,25.8,22.0,35.8,35.7,34.0,30.0,30.0,34.9,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:05:29,22.0,22.0,51.0,50.0,-12.0,-12.0,21.8,2.43,0.0,0,0,14.3,34.9,22.0,25.6,22.0,35.6,35.4,33.5,30.0,30.0,34.9,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:05:32,22.0,22.0,51.0,50.0,-12.0,-12.0,21.8,2.43,0.0,0,0,14.3,34.9,22.0,25.6,22.0,35.6,35.4,33.5,30.0,30.0,34.9,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:05:34,22.0,22.0,51.0,50.0,-12.0,-12.0,21.8,2.43,0.0,0,0,14.3,34.9,22.0,25.6,22.0,35.6,35.4,33.5,30.0,30.0,34.9,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:15:28,22.0,22.0,50.9,50.0,-12.0,-12.0,18.3,2.43,0.0,0,0,14.2,34.3,22.0,25.5,22.0,35.3,35.0,32.9,30.0,30.0,34.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:15:32,22.0,22.0,50.9,50.0,-12.0,-12.0,18.3,2.43,0.0,0,0,14.2,34.3,22.0,25.5,22.0,35.3,35.0,32.9,30.0,30.0,34.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:15:34,22.0,22.0,50.9,50.0,-12.0,-12.0,18.3,2.43,0.0,0,0,14.2,34.3,22.0,25.5,22.0,35.3,35.0,32.9,30.0,30.0,34.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:25:29,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.2,33.9,22.0,25.4,22.0,35.0,34.6,32.3,30.0,30.0,34.0,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:25:32,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.2,33.9,22.0,25.4,22.0,35.0,34.6,32.3,30.0,30.0,34.0,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:25:34,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.2,33.9,22.0,25.4,22.0,35.0,34.6,32.3,30.0,30.0,34.0,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:35:28,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.4,33.3,22.0,25.4,22.0,34.7,34.3,31.6,30.0,30.0,33.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:35:32,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.4,33.3,22.0,25.4,22.0,34.7,34.3,31.6,30.0,30.0,33.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:35:34,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.4,33.3,22.0,25.4,22.0,34.7,34.3,31.6,30.0,30.0,33.3,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:45:29,22.0,22.0,50.8,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.4,32.7,22.0,25.4,22.0,34.4,34.0,31.0,30.0,30.0,32.7,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:45:33,22.0,22.0,50.9,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.5,32.7,22.0,25.4,22.0,34.4,34.0,31.0,30.0,30.0,32.7,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:45:34,22.0,22.0,50.9,50.0,-12.0,-12.0,18.2,2.43,0.0,0,0,14.5,32.7,22.0,25.4,22.0,34.4,34.0,31.0,30.0,30.0,32.7,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:55:27,22.0,22.0,51.0,50.0,-12.0,-12.0,18.2,2.41,0.0,0,0,14.6,31.5,22.0,25.4,22.0,34.2,33.7,30.5,30.0,30.0,31.5,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 11:55:31,22.0,22.0,51.0,50.0,-12.0,-12.0,18.2,2.41,0.0,0,0,14.6,31.5,22.0,25.4,22.0,34.2,33.7,30.5,30.0,30.0,31.5,0,2167,274,0,0,17.289,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
