Date,SOLLTEMPERATUR HK 1,SOLLTEMPERATUR HK 2,ISTTEMPERATUR,SOLLTEMPERATUR,BIVALENZTEMPERATUR HZG,BIVALENZTEMPERATUR WW,VERFLÜSSIGERTEMP.,DRUCK HEIZKREIS,VOLUMENSTROM,LEISTUNG WP,LSTG PU PUMPE,AUSSENTEMPERATUR,ISTTEMPERATUR HK 1,SOLLTEMPERATUR HK 1,ISTTEMPERATUR HK 2,SOLLTEMPERATUR HK 2,VORLAUFISTTEMPERATUR WP,VORLAUFISTTEMPERATUR NHZ,RÜCKLAUFISTTEMPERATUR,FESTWERTSOLLTEMPERATUR,PUFFERSOLLTEMPERATUR,PUFFERISTTEMPERATUR,RESTSTILLSTANDZEIT,VD HEIZEN,VD WARMWASSER,NHZ 1,NHZ 2,VD HEIZEN TAG,VD HEIZEN SUMME,VD WARMWASSER TAG,VD WARMWASSER SUMME,NHZ HEIZEN SUMME,MIN,MIDDLE,MAX,HEIZEN,WARMWASSER
2017 09 09 01:45:29,22.0,22.0,45.3,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,9.8,26.5,22.0,27.6,22.0,33.6,32.7,31.0,30.0,30.0,26.5,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 01:45:32,22.0,22.0,45.3,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,9.8,26.5,22.0,27.6,22.0,33.6,32.7,31.0,30.0,30.0,26.5,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 01:45:34,22.0,22.0,45.3,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,9.8,26.5,22.0,27.6,22.0,33.6,32.7,31.0,30.0,30.0,26.5,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 01:55:30,22.0,22.0,45.2,50.0,-12.0,-12.0,25.5,2.45,32.4,21,80,9.7,25.9,22.0,27.0,22.0,31.0,31.0,26.9,30.0,30.0,25.9,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 01:55:34,22.0,22.0,45.2,50.0,-12.0,-12.0,25.5,2.45,32.4,21,80,9.7,25.9,22.0,27.0,22.0,31.0,31.0,26.9,30.0,30.0,25.9,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 01:55:35,22.0,22.0,45.2,50.0,-12.0,-12.0,25.5,2.45,32.4,21,80,9.7,25.9,22.0,27.0,22.0,31.0,31.0,26.9,30.0,30.0,25.9,0,2165,273,0,0,6.397,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:05:27,22.0,22.0,45.3,50.0,-12.0,-12.0,30.7,2.45,32.9,20,80,9.9,30.3,22.0,28.4,22.0,34.4,34.2,31.1,30.0,30.0,30.3,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:05:31,22.0,22.0,45.3,50.0,-12.0,-12.0,30.7,2.45,32.9,20,80,9.9,30.3,22.0,28.4,22.0,34.4,34.2,31.1,30.0,30.0,30.3,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:15:29,22.0,22.0,45.2,50.0,-12.0,-12.0,33.6,2.45,33.4,20,80,9.9,33.2,22.0,28.7,22.0,37.3,37.0,34.0,30.0,30.0,33.2,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:15:32,22.0,22.0,45.2,50.0,-12.0,-12.0,33.6,2.45,33.4,20,80,9.9,33.2,22.0,28.7,22.0,37.3,37.0,34.0,30.0,30.0,33.2,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:15:34,22.0,22.0,45.2,50.0,-12.0,-12.0,33.6,2.45,33.4,20,80,9.9,33.2,22.0,28.7,22.0,37.3,37.0,34.0,30.0,30.0,33.2,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:25:29,22.0,22.0,45.2,50.0,-12.0,-12.0,31.8,2.39,0.0,0,0,10.0,34.3,22.0,28.7,22.0,35.0,35.1,33.5,30.0,30.0,34.3,376,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:25:33,22.0,22.0,45.2,50.0,-12.0,-12.0,31.8,2.39,0.0,0,0,10.0,34.3,22.0,28.7,22.0,35.0,35.1,33.5,30.0,30.0,34.3,376,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:25:34,22.0,22.0,45.2,50.0,-12.0,-12.0,31.8,2.39,0.0,0,0,10.0,34.3,22.0,28.7,22.0,35.0,35.1,33.5,30.0,30.0,34.3,376,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:35:29,22.0,22.0,45.2,50.0,-12.0,-12.0,26.2,2.37,0.0,0,0,10.2,33.8,22.0,28.6,22.0,34.8,34.6,32.9,30.0,30.0,33.8,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:35:32,22.0,22.0,45.2,50.0,-12.0,-12.0,26.2,2.37,0.0,0,0,10.2,33.8,22.0,28.6,22.0,34.8,34.6,32.9,30.0,30.0,33.8,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:35:34,22.0,22.0,45.2,50.0,-12.0,-12.0,26.2,2.37,0.0,0,0,10.2,33.8,22.0,28.6,22.0,34.8,34.6,32.9,30.0,30.0,33.8,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:45:29,22.0,22.0,45.1,50.0,-12.0,-12.0,20.4,2.37,0.0,0,0,10.3,31.5,22.0,28.2,22.0,34.7,34.0,32.5,30.0,30.0,31.5,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,20.4,2.37,0.0,0,0,10.3,31.5,22.0,28.2,22.0,34.7,34.0,32.5,30.0,30.0,31.5,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:45:34,22.0,22.0,45.1,50.0,-12.0,-12.0,20.4,2.37,0.0,0,0,10.3,31.5,22.0,28.2,22.0,34.7,34.0,32.5,30.0,30.0,31.5,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:55:29,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.3,28.4,22.0,28.2,22.0,34.3,33.6,32.1,30.0,30.0,28.3,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:55:32,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.5,28.4,22.0,28.2,22.0,34.3,33.6,32.0,30.0,30.0,28.3,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 02:55:34,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.5,28.4,22.0,28.2,22.0,34.3,33.6,32.0,30.0,30.0,28.3,0,2166,273,0,0,7.330,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:05:29,22.0,22.0,45.1,50.0,-12.0,-12.0,16.2,2.37,0.0,0,0,10.6,27.0,22.0,28.1,22.0,34.1,33.2,31.7,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:05:33,22.0,22.0,45.1,50.0,-12.0,-12.0,16.2,2.37,0.0,0,0,10.6,27.0,22.0,28.1,22.0,34.1,33.2,31.7,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:05:34,22.0,22.0,45.1,50.0,-12.0,-12.0,16.2,2.37,0.0,0,0,10.6,27.0,22.0,28.1,22.0,34.1,33.2,31.7,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:15:31,22.0,22.0,45.1,50.0,-12.0,-12.0,16.9,2.37,0.0,0,0,10.7,26.5,22.0,28.1,22.0,33.8,32.9,31.3,30.0,30.0,26.5,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:15:32,22.0,22.0,45.1,50.0,-12.0,-12.0,17.0,2.37,0.0,0,0,10.7,26.5,22.0,28.1,22.0,33.8,32.9,31.3,30.0,30.0,26.5,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:15:38,22.0,22.0,45.1,50.0,-12.0,-12.0,17.0,2.37,0.0,0,0,10.7,26.5,22.0,28.1,22.0,33.8,32.8,31.3,30.0,30.0,26.5,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:25:28,22.0,22.0,45.1,50.0,-12.0,-12.0,16.9,2.37,0.0,0,0,10.7,26.1,22.0,27.8,22.0,33.5,32.5,31.0,30.0,30.0,26.1,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:25:32,22.0,22.0,45.1,50.0,-12.0,-12.0,16.9,2.37,0.0,0,0,10.7,26.1,22.0,27.8,22.0,33.5,32.5,31.0,30.0,30.0,26.1,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:25:34,22.0,22.0,45.1,50.0,-12.0,-12.0,16.9,2.37,0.0,0,0,10.7,26.0,22.0,27.8,22.0,33.5,32.5,31.0,30.0,30.0,26.1,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:35:29,22.0,22.0,45.1,50.0,-12.0,-12.0,26.8,2.45,32.9,20,80,10.6,27.0,22.0,26.5,22.0,30.5,30.5,27.3,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:35:32,22.0,22.0,45.1,50.0,-12.0,-12.0,26.8,2.45,32.9,20,80,10.6,27.0,22.0,26.5,22.0,30.5,30.5,27.3,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:35:34,22.0,22.0,45.1,50.0,-12.0,-12.0,26.8,2.45,32.9,20,80,10.6,27.0,22.0,26.5,22.0,30.5,30.5,27.3,30.0,30.0,27.0,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,32.1,2.45,32.9,20,80,10.7,30.9,22.0,27.8,22.0,35.9,34.9,32.1,30.0,30.0,30.9,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,32.1,2.45,32.4,20,80,10.7,30.9,22.0,27.8,22.0,35.9,35.5,32.1,30.0,30.0,30.9,0,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:55:27,22.0,22.0,45.1,50.0,-12.0,-12.0,34.5,2.39,0.0,0,0,10.9,33.8,22.0,28.1,22.0,35.5,35.9,34.6,30.0,30.0,33.8,739,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 03:55:31,22.0,22.0,45.1,50.0,-12.0,-12.0,34.5,2.39,0.0,0,0,10.9,34.3,22.0,28.1,22.0,35.5,35.9,34.6,30.0,30.0,34.3,739,2166,273,0,0,9.278,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:05:29,22.0,22.0,45.1,50.0,-12.0,-12.0,30.6,2.39,0.0,0,0,10.9,34.3,22.0,28.1,22.0,35.1,35.3,33.4,30.0,30.0,34.3,159,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:05:32,22.0,22.0,45.1,50.0,-12.0,-12.0,30.6,2.39,0.0,0,0,10.9,34.3,22.0,28.1,22.0,35.1,35.3,33.4,30.0,30.0,34.3,159,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:05:34,22.0,22.0,45.1,50.0,-12.0,-12.0,30.6,2.39,0.0,0,0,10.9,34.3,22.0,28.1,22.0,35.1,35.3,33.4,30.0,30.0,34.3,159,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:15:29,22.0,22.0,45.1,50.0,-12.0,-12.0,24.0,2.39,0.0,0,0,10.9,33.9,22.0,28.0,22.0,35.0,34.7,32.9,30.0,30.0,33.9,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:15:32,22.0,22.0,45.1,50.0,-12.0,-12.0,24.0,2.39,0.0,0,0,10.9,33.9,22.0,28.0,22.0,35.0,34.7,32.9,30.0,30.0,33.9,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:15:34,22.0,22.0,45.1,50.0,-12.0,-12.0,24.0,2.39,0.0,0,0,10.9,33.9,22.0,28.0,22.0,35.0,34.7,32.9,30.0,30.0,33.9,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:25:28,22.0,22.0,45.1,50.0,-12.0,-12.0,18.6,2.37,0.0,0,0,10.9,32.0,22.0,27.8,22.0,34.7,34.2,32.4,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:25:32,22.0,22.0,45.1,50.0,-12.0,-12.0,18.6,2.37,0.0,0,0,10.9,32.0,22.0,27.8,22.0,34.7,34.2,32.4,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:25:34,22.0,22.0,45.1,50.0,-12.0,-12.0,18.6,2.37,0.0,0,0,10.9,32.0,22.0,27.8,22.0,34.7,34.2,32.4,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:35:29,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.9,29.3,22.0,27.8,22.0,34.4,33.8,32.0,30.0,30.0,29.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:35:32,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.9,29.3,22.0,27.8,22.0,34.4,33.8,32.0,30.0,30.0,29.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:35:34,22.0,22.0,45.1,50.0,-12.0,-12.0,16.3,2.37,0.0,0,0,10.9,29.3,22.0,27.8,22.0,34.4,33.8,32.0,30.0,30.0,29.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:45:31,22.0,22.0,45.1,50.0,-12.0,-12.0,16.4,2.37,0.0,0,0,11.0,27.6,22.0,27.7,22.0,34.2,33.4,31.6,30.0,30.0,27.6,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,16.4,2.37,0.0,0,0,11.0,27.6,22.0,27.7,22.0,34.2,33.4,31.6,30.0,30.0,27.6,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:45:38,22.0,22.0,45.1,50.0,-12.0,-12.0,16.4,2.37,0.0,0,0,11.0,27.6,22.0,27.6,22.0,34.2,33.4,31.6,30.0,30.0,27.6,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:55:27,22.0,22.0,45.1,50.0,-12.0,-12.0,17.2,2.37,0.0,0,0,11.1,26.6,22.0,27.6,22.0,33.9,32.9,31.3,30.0,30.0,26.6,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 04:55:31,22.0,22.0,45.1,50.0,-12.0,-12.0,17.2,2.37,0.0,0,0,11.1,26.6,22.0,27.6,22.0,33.9,32.9,31.3,30.0,30.0,26.6,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:05:27,22.0,22.0,45.1,50.0,-12.0,-12.0,17.2,2.37,0.0,0,0,11.1,26.4,22.0,27.6,22.0,33.6,32.7,31.0,30.0,30.0,26.4,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:05:30,22.0,22.0,45.1,50.0,-12.0,-12.0,17.2,2.37,0.0,0,0,11.1,26.4,22.0,27.6,22.0,33.6,32.7,31.0,30.0,30.0,26.4,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:15:28,22.0,22.0,45.1,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,11.2,25.8,22.0,27.5,22.0,33.4,32.4,30.8,30.0,30.0,25.8,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:15:33,22.0,22.0,45.1,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,11.2,25.8,22.0,27.6,22.0,33.4,32.4,30.7,30.0,30.0,25.8,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:15:34,22.0,22.0,45.1,50.0,-12.0,-12.0,16.8,2.37,0.0,0,0,11.2,25.8,22.0,27.6,22.0,33.4,32.4,30.7,30.0,30.0,25.8,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:25:28,22.0,22.0,45.1,50.0,-12.0,-12.0,29.4,2.45,32.9,20,80,11.2,28.7,22.0,27.0,22.0,33.7,32.9,30.5,30.0,30.0,28.7,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:25:33,22.0,22.0,45.1,50.0,-12.0,-12.0,29.4,2.45,32.9,20,80,11.2,28.7,22.0,27.0,22.0,33.7,32.9,30.5,30.0,30.0,28.7,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:25:33,22.0,22.0,45.1,50.0,-12.0,-12.0,29.4,2.45,32.9,20,80,11.2,28.7,22.0,27.0,22.0,33.7,32.9,30.5,30.0,30.0,28.7,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:35:29,22.0,22.0,45.1,50.0,-12.0,-12.0,33.1,2.45,32.9,20,80,11.4,32.0,22.0,27.8,22.0,36.9,36.5,33.5,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:35:32,22.0,22.0,45.1,50.0,-12.0,-12.0,33.3,2.45,32.9,20,80,11.4,32.0,22.0,27.8,22.0,37.2,36.5,33.5,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:35:34,22.0,22.0,45.1,50.0,-12.0,-12.0,33.3,2.45,32.9,20,80,11.4,32.0,22.0,27.8,22.0,37.2,36.8,33.5,30.0,30.0,32.0,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,33.7,2.39,0.0,0,0,11.4,34.3,22.0,28.0,22.0,35.4,35.7,33.8,30.0,30.0,34.3,526,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:45:32,22.0,22.0,45.1,50.0,-12.0,-12.0,33.7,2.39,0.0,0,0,11.4,34.3,22.0,28.0,22.0,35.4,35.7,33.8,30.0,30.0,34.3,526,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:55:28,22.0,22.0,45.1,50.0,-12.0,-12.0,29.3,2.43,21.9,56,80,11.5,34.3,22.0,28.1,22.0,34.2,34.6,29.0,30.0,30.0,34.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:55:32,22.0,22.0,45.1,50.0,-12.0,-12.0,29.3,2.43,21.9,56,80,11.5,34.3,22.0,28.1,22.0,34.2,34.6,29.0,30.0,30.0,34.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 05:55:34,22.0,22.0,45.1,50.0,-12.0,-12.0,29.3,2.43,21.9,56,80,11.5,34.3,22.0,28.1,22.0,34.2,34.6,29.0,30.0,30.0,34.3,0,2166,273,0,0,12.214,14.440,0.707,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:05:29,22.0,22.0,45.1,50.0,-12.0,-12.0,37.9,2.50,32.9,56,80,11.5,36.4,22.0,32.2,22.0,42.6,41.5,38.0,30.0,30.0,36.4,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:05:33,22.0,22.0,45.1,50.0,-12.0,-12.0,37.9,2.50,32.4,56,80,11.5,36.4,22.0,32.2,22.0,42.6,42.1,38.0,30.0,30.0,36.4,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:05:34,22.0,22.0,45.1,50.0,-12.0,-12.0,37.9,2.50,32.4,56,80,11.5,36.4,22.0,32.2,22.0,42.6,42.1,38.0,30.0,30.0,36.4,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:15:29,22.0,22.0,45.1,50.0,-12.0,-12.0,41.7,2.50,33.4,56,80,11.6,40.0,22.0,34.9,22.0,46.3,45.8,42.2,30.0,30.0,40.0,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:15:32,22.0,22.0,45.1,50.0,-12.0,-12.0,41.7,2.50,33.4,56,80,11.6,40.1,22.0,34.9,22.0,46.3,45.8,42.2,30.0,30.0,40.2,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:15:34,22.0,22.0,45.1,50.0,-12.0,-12.0,41.7,2.50,33.4,56,80,11.6,40.1,22.0,34.9,22.0,46.3,45.8,42.2,30.0,30.0,40.2,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:25:29,22.0,22.0,45.1,50.0,-12.0,-12.0,44.8,2.52,32.4,56,80,11.7,43.3,22.0,34.9,22.0,49.4,48.9,45.3,30.0,30.0,43.3,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:25:34,22.0,22.0,45.1,50.0,-12.0,-12.0,44.8,2.52,32.4,56,80,11.7,43.3,22.0,34.9,22.0,49.4,48.9,45.3,30.0,30.0,43.3,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:25:34,22.0,22.0,45.1,50.0,-12.0,-12.0,44.8,2.52,32.4,56,80,11.7,43.3,22.0,34.9,22.0,49.4,48.9,45.3,30.0,30.0,43.3,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:35:28,22.0,22.0,46.8,50.0,-12.0,-12.0,47.4,2.54,32.9,56,80,11.8,45.6,22.0,35.6,22.0,52.1,51.7,47.7,30.0,30.0,45.6,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:35:32,22.0,22.0,46.8,50.0,-12.0,-12.0,47.4,2.54,32.9,56,80,11.8,45.6,22.0,35.6,22.0,52.1,51.7,47.7,30.0,30.0,45.6,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:35:34,22.0,22.0,46.8,50.0,-12.0,-12.0,47.4,2.54,32.9,56,80,11.8,45.6,22.0,35.6,22.0,52.1,51.7,47.7,30.0,30.0,45.6,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:45:28,22.0,22.0,49.2,50.0,-12.0,-12.0,49.7,2.57,32.9,56,80,12.0,48.1,22.0,36.6,22.0,54.5,54.0,50.2,30.0,30.0,48.1,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:45:32,22.0,22.0,49.2,50.0,-12.0,-12.0,49.7,2.57,32.9,56,80,12.0,48.1,22.0,36.6,22.0,54.5,54.0,50.2,30.0,30.0,48.1,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:45:34,22.0,22.0,49.2,50.0,-12.0,-12.0,49.7,2.57,32.9,56,80,12.0,48.1,22.0,36.6,22.0,54.5,54.0,50.2,30.0,30.0,48.1,0,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:55:29,22.0,22.0,51.2,50.0,-12.0,-12.0,49.4,2.50,0.0,0,0,12.1,49.7,22.0,25.9,22.0,51.5,51.5,47.1,30.0,30.0,49.7,480,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:55:32,22.0,22.0,51.2,50.0,-12.0,-12.0,49.4,2.50,0.0,0,0,12.1,49.7,22.0,25.9,22.0,51.5,51.5,47.1,30.0,30.0,49.7,480,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 06:55:34,22.0,22.0,51.2,50.0,-12.0,-12.0,49.4,2.50,0.0,0,0,12.1,49.7,22.0,25.9,22.0,51.5,51.5,47.1,30.0,30.0,49.7,480,2166,273,0,0,15.031,14.440,1.780,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:05:29,22.0,22.0,51.4,50.0,-12.0,-12.0,45.0,2.46,0.0,0,0,12.2,47.4,22.0,27.0,22.0,50.8,49.7,45.7,30.0,30.0,47.4,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
2017 09 09 07:05:33,22.0,22.0,51.4,50.0,-12.0,-12.0,45.0,2.46,0.0,0,0,12.2,47.4,22.0,27.0,22.0,50.8,49.7,45.8,30.0,30.0,47.4,0,2166,274,0,0,15.151,14.440,9.525,2.661,0.001,11.7,15.9,20.6,2,0
